Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
Exhaustive Search,1,3-3-5-1-0-5-3-1-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-2-5-1-5-5-3-1-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,3-2-5-1-0-2-3-1-5-1-,320,5,19,174,58,35,577,270,5,5,5.00,34,0,0.47ns,-,-,-,-,14,-,-
Exhaustive Search,1,2-3-5-1-5-2-3-1-5-4-,306,4,16,174,52,35,534,267,4,3,3.50,29,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-4-5-1-2-5-3-1-5-4-,307,4,17,174,51,35,532,246,4,4,4.00,30,0,0.47ns,-,-,-,-,11,-,-
Exhaustive Search,1,3-2-4-1-5-2-3-1-5-4-,300,4,7,168,55,34,519,249,4,4,4.00,36,0,0.34ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-3-3-1-5-5-3-4-4-4-,303,2,12,168,62,36,530,231,2,2,2.00,25,0,0.47ns,-,-,-,-,6,-,-
Exhaustive Search,1,3-0-3-1-5-5-3-1-5-4-,211,4,7,126,33,24,362,171,4,4,4.00,21,0,0.31ns,-,-,-,-,8,-,-
Exhaustive Search,1,3-3-4-1-5-5-3-1-5-4-,287,3,4,168,49,34,487,232,3,3,3.00,32,0,0.34ns,-,-,-,-,6,-,-
Exhaustive Search,1,3-3-0-1-5-3-4-4-5-4-,447,5,16,246,85,53,787,361,5,5,5.00,47,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,3-3-3-1-5-5-3-4-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-3-3-1-5-5-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,2-3-5-1-5-5-3-1-4-4-,407,4,12,222,87,47,725,342,4,3,3.50,39,0,0.47ns,-,-,-,-,13,-,-
Exhaustive Search,1,3-3-0-1-5-5-3-1-5-4-,299,4,16,168,50,35,522,242,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-1-5-2-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-3-3-4-5-5-3-0-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-3-3-5-5-5-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,0-3-3-1-5-5-3-1-5-4-,307,4,16,174,52,35,536,268,4,4,4.00,30,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-3-5-2-5-5-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-4-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-2-3-0-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-2-4-,609,3,113,354,68,33,897,421,3,3,3.00,41,0,0.69ns,-,-,-,-,26,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-6-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-5-1-5-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-4-5-3-1-5-4-,298,4,5,174,52,34,506,243,4,4,4.00,33,0,0.34ns,-,-,-,-,8,-,-
Exhaustive Search,1,3-4-3-1-5-1-3-1-5-2-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-4-5-5-3-5-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-2-5-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-5-5-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-6-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,5-4-3-1-5-5-3-1-5-4-,206,3,9,120,31,24,357,169,3,3,3.00,22,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-3-5-5-3-1-5-3-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-2-3-5-3-5-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-4-5-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-5-3-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-0-3-4-5-5-3-3-3-4-,28,2,3,24,1,0,45,18,2,2,2.00,0,0,0.1ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-3-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-0-5-3-1-4-4-,419,5,13,228,90,47,752,337,5,5,5.00,41,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,3-3-3-2-5-5-3-5-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-3-4-,14,2,1,12,1,0,34,12,2,2,2.00,0,0,0.09ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-3-5-5-5-5-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-2-1-5-5-3-1-5-3-,307,4,17,174,51,35,532,246,4,4,4.00,30,0,0.47ns,-,-,-,-,11,-,-
Exhaustive Search,1,3-3-2-1-2-5-3-4-5-4-,372,3,16,210,64,46,643,292,3,3,3.00,36,0,0.47ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-1-2-3-,326,2,24,180,64,33,561,254,2,2,2.00,25,0,0.6225ns,-,-,-,-,24,-,-
Exhaustive Search,1,3-4-3-1-5-5-0-1-5-4-,375,5,23,210,65,42,655,305,5,5,5.00,35,0,0.53ns,-,-,-,-,16,-,-
Exhaustive Search,1,3-4-3-1-5-2-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,0-4-4-5-5-5-3-1-5-4-,427,6,17,234,84,44,768,388,6,6,6.00,48,0,0.43ns,-,-,-,-,15,-,-
Exhaustive Search,1,3-4-3-1-5-3-5-1-5-4-,289,4,5,174,44,36,479,230,4,4,4.00,30,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,3-3-5-1-5-3-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-2-1-5-5-3-1-5-4-,307,4,17,174,51,35,532,246,4,4,4.00,30,0,0.47ns,-,-,-,-,11,-,-
Exhaustive Search,1,3-4-0-1-5-5-3-1-5-4-,318,5,17,180,55,35,560,262,5,5,5.00,31,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-4-2-,324,3,13,180,66,36,567,252,3,3,3.00,29,0,0.47ns,-,-,-,-,8,-,-
Exhaustive Search,1,4-4-3-1-5-5-3-1-5-4-,317,5,5,186,59,34,553,288,5,4,4.50,33,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-3-3-1-5-3-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-5-5-5-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-2-1-5-4-,364,4,23,204,61,42,627,289,4,4,4.00,34,0,0.53ns,-,-,-,-,15,-,-
Exhaustive Search,1,3-4-3-2-5-5-3-4-2-4-,609,3,113,354,68,33,897,421,3,3,3.00,41,0,0.69ns,-,-,-,-,26,-,-
Exhaustive Search,1,3-3-5-3-5-5-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-1-3-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-0-5-5-0-6-5-0-,375,5,23,210,65,42,655,305,5,5,5.00,35,0,0.53ns,-,-,-,-,16,-,-
Exhaustive Search,1,3-4-3-3-5-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,0-2-3-1-5-5-3-1-5-4-,328,5,19,180,60,35,593,298,5,5,5.00,34,0,0.47ns,-,-,-,-,14,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-0-4-,347,3,25,192,68,33,598,275,3,3,3.00,29,0,0.6225ns,-,-,-,-,26,-,-
Exhaustive Search,1,3-4-5-1-5-5-3-1-3-4-,14,2,1,12,1,0,34,12,2,2,2.00,0,0,0.09ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-0-3-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-1-0-4-,327,2,24,180,64,33,563,255,2,2,2.00,26,0,0.6225ns,-,-,-,-,24,-,-
Exhaustive Search,1,3-4-3-1-5-5-5-1-5-4-,289,4,5,174,44,36,479,230,4,4,4.00,30,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,3-4-0-1-5-5-3-1-2-4-,734,5,125,420,93,44,1118,527,5,5,5.00,52,0,0.78ns,-,-,-,-,33,-,-
Exhaustive Search,1,3-4-3-3-0-5-3-1-5-4-,318,5,17,180,55,35,560,262,5,5,5.00,31,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-3-1-0-5-2-1-5-4-,474,6,35,252,87,53,857,396,6,6,6.00,47,0,0.53ns,-,-,-,-,22,-,-
Exhaustive Search,1,3-4-0-1-5-5-3-1-5-1-,318,5,17,180,55,35,560,262,5,5,5.00,31,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-3-0-1-5-5-0-1-5-4-,467,6,34,246,88,53,849,395,6,6,6.00,46,0,0.53ns,-,-,-,-,21,-,-
Exhaustive Search,1,3-4-3-1-5-5-5-0-5-4-,289,4,5,174,44,36,479,230,4,4,4.00,30,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,2-4-5-1-5-5-3-1-3-4-,159,4,13,90,31,10,286,157,4,3,3.50,15,0,0.43ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-4-5-1-5-1-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-0-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,2-4-3-1-5-3-3-1-5-5-,337,5,17,192,61,34,596,303,5,4,4.50,33,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-3-2-5-5-4-1-5-4-,363,4,17,204,64,42,624,289,4,4,4.00,36,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-4-3-0-2-5-3-1-5-4-,307,4,17,174,51,35,532,246,4,4,4.00,30,0,0.47ns,-,-,-,-,11,-,-
Exhaustive Search,1,3-4-3-1-3-5-3-1-4-4-,324,3,13,180,66,36,567,252,3,3,3.00,29,0,0.47ns,-,-,-,-,8,-,-
Exhaustive Search,1,3-4-3-1-3-5-3-1-3-4-,14,2,1,12,1,0,34,12,2,2,2.00,0,0,0.09ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-5-5-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-3-5-1-4-5-3-1-5-4-,287,3,4,168,49,34,487,232,3,3,3.00,32,0,0.34ns,-,-,-,-,6,-,-
Exhaustive Search,1,3-4-3-1-3-5-3-2-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-5-1-5-5-3-3-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-4-1-5-5-,363,4,17,204,64,42,624,289,4,4,4.00,36,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-2-4-1-5-5-3-1-0-4-,454,4,31,246,93,43,794,370,4,4,4.00,41,0,0.6225ns,-,-,-,-,31,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-5-0-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,0-4-3-3-5-5-3-1-5-0-,333,5,17,186,62,34,595,304,5,5,5.00,34,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-5-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-0-3-1-5-0-3-6-5-4-,211,4,7,126,33,24,362,171,4,4,4.00,21,0,0.31ns,-,-,-,-,8,-,-
Exhaustive Search,1,3-0-5-1-5-5-3-4-5-4-,211,4,7,126,33,24,362,171,4,4,4.00,21,0,0.31ns,-,-,-,-,8,-,-
Exhaustive Search,1,0-4-3-1-5-5-3-1-5-4-,333,5,17,186,62,34,595,304,5,5,5.00,34,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-5-4-5-5-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,0-4-5-1-5-5-3-1-5-4-,333,5,17,186,62,34,595,304,5,5,5.00,34,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,2-3-5-1-5-5-3-1-5-0-,306,4,16,174,52,35,534,267,4,3,3.50,29,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-4-5-1-5-5-3-1-5-3-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,5-3-5-2-5-2-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-3-4-5-3-1-5-4-,298,4,5,174,52,34,506,243,4,4,4.00,33,0,0.34ns,-,-,-,-,8,-,-
Exhaustive Search,1,3-4-5-1-5-5-4-1-5-4-,363,4,17,204,64,42,624,289,4,4,4.00,36,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,5-4-3-1-3-5-3-1-5-4-,206,3,9,120,31,24,357,169,3,3,3.00,22,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-4-1-5-5-3-5-5-4-,298,4,5,174,52,34,506,243,4,4,4.00,33,0,0.34ns,-,-,-,-,8,-,-
Exhaustive Search,1,3-3-3-1-5-5-3-1-5-0-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-1-0-5-3-1-5-4-,318,5,17,180,55,35,560,262,5,5,5.00,31,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-3-4-5-5-3-1-5-3-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-0-5-3-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-0-5-3-1-5-0-,318,5,17,180,55,35,560,262,5,5,5.00,31,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-3-5-1-5-5-5-1-5-4-,278,3,4,168,41,36,460,219,3,3,3.00,29,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,2-4-3-1-5-5-3-5-4-4-,438,5,13,240,96,46,787,378,5,4,4.50,43,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,5-4-5-1-5-5-4-1-5-4-,366,4,21,198,66,42,647,298,4,4,4.00,39,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-4-5-1-5-5-3-1-5-2-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-4-5-2-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-5-1-5-5-3-4-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-5-2-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-4-5-5-4-,363,4,17,204,64,42,624,289,4,4,4.00,36,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,2-4-3-1-5-5-3-1-5-4-,337,5,17,192,61,34,596,303,5,4,4.50,33,0,0.43ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-5-1-5-5-3-1-5-1-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-4-1-5-4-,363,4,17,204,64,42,624,289,4,4,4.00,36,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-1-0-2-,327,2,24,180,64,33,563,255,2,2,2.00,26,0,0.6225ns,-,-,-,-,24,-,-
Exhaustive Search,1,3-4-3-1-5-3-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,0-4-3-2-0-5-3-1-5-4-,409,5,17,228,78,45,725,361,5,5,5.00,41,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-3-3-5-1-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,4-4-3-1-2-5-3-1-5-4-,421,6,17,234,80,45,754,377,6,5,5.50,45,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-2-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-1-5-1-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-2-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,4-4-5-1-5-5-3-1-5-3-,317,5,5,186,59,34,553,288,5,4,4.50,33,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,4-4-3-1-5-5-3-1-5-5-,317,5,5,186,59,34,553,288,5,4,4.50,33,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-4-3-1-5-0-3-1-3-4-,14,2,1,12,1,0,34,12,2,2,2.00,0,0,0.09ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-4-4-5-5-3-1-5-4-,298,4,5,174,52,34,506,243,4,4,4.00,33,0,0.34ns,-,-,-,-,8,-,-
Exhaustive Search,1,3-3-5-1-5-3-0-3-5-4-,356,4,22,198,60,42,617,285,4,4,4.00,34,0,0.53ns,-,-,-,-,14,-,-
Exhaustive Search,1,3-4-3-1-5-5-0-1-5-2-,375,5,23,210,65,42,655,305,5,5,5.00,35,0,0.53ns,-,-,-,-,16,-,-
Exhaustive Search,1,3-3-5-0-5-4-3-1-0-4-,327,2,24,180,64,33,563,255,2,2,2.00,26,0,0.6225ns,-,-,-,-,24,-,-
Exhaustive Search,1,3-4-3-1-5-4-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-3-4-1-5-5-3-1-5-3-,287,3,4,168,49,34,487,232,3,3,3.00,32,0,0.34ns,-,-,-,-,6,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-5-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-3-5-1-5-1-3-1-5-3-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-1-5-5-5-1-5-3-,289,4,5,174,44,36,479,230,4,4,4.00,30,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-3-3-,14,2,1,12,1,0,34,12,2,2,2.00,0,0,0.09ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-2-3-1-5-5-3-1-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,3-3-5-1-5-5-3-1-5-3-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-0-3-1-5-5-3-1-0-4-,350,4,27,186,73,33,624,286,4,4,4.00,31,0,0.6225ns,-,-,-,-,29,-,-
Exhaustive Search,1,3-4-3-4-5-5-3-0-5-2-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-1-3-1-5-4-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-1-5-5-3-1-4-4-,324,3,13,180,66,36,567,252,3,3,3.00,29,0,0.47ns,-,-,-,-,8,-,-
Exhaustive Search,1,2-3-5-1-5-5-3-1-5-4-,306,4,16,174,52,35,534,267,4,3,3.50,29,0,0.47ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-3-5-1-5-2-3-1-5-5-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-1-4-5-4-1-5-4-,465,5,17,258,87,52,811,377,5,5,5.00,51,0,0.47ns,-,-,-,-,13,-,-
Exhaustive Search,1,3-3-5-4-5-5-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-2-3-5-5-5-3-1-5-4-,204,3,7,120,31,24,352,166,3,3,3.00,22,0,0.31ns,-,-,-,-,7,-,-
Exhaustive Search,1,3-3-5-4-5-1-3-1-5-4-,183,2,4,114,25,24,301,140,2,2,2.00,16,0,0.31ns,-,-,-,-,3,-,-
