Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
Exhaustive Search,1,3-2-3-4-3-0-3-4-3-2-,22,2,3,18,1,0,41,16,2,2,2.00,0,0,0.14ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-3-0-3-1-3-4-3-2-,14,2,1,12,1,0,34,12,2,2,2.00,0,0,0.09ns,-,-,-,-,3,-,-
Exhaustive Search,1,3-4-3-0-3-4-3-4-3-2-,14,2,1,12,1,0,34,12,2,2,2.00,0,0,0.09ns,-,-,-,-,3,-,-
Exhaustive Search,1,5-2-3-0-3-3-3-4-2-2-,617,3,115,360,68,33,904,425,3,3,3.00,41,0,0.69ns,-,-,-,-,28,-,-
Exhaustive Search,1,2-0-3-2-3-0-0-4-3-2-,315,6,33,156,68,29,605,299,6,6,6.00,29,0,0.53ns,-,-,-,-,23,-,-
Exhaustive Search,1,5-2-3-0-3-3-3-3-3-3-,22,2,3,18,1,0,41,16,2,2,2.00,0,0,0.14ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-4-0-0-3-0-3-2-3-2-,137,3,13,78,23,11,242,111,3,3,3.00,12,0,0.47ns,-,-,-,-,9,-,-
Exhaustive Search,1,2-4-3-0-5-3-3-4-3-2-,159,4,13,90,31,10,286,157,4,3,3.50,15,0,0.43ns,-,-,-,-,10,-,-
Exhaustive Search,1,3-4-5-2-0-3-4-4-3-1-,286,5,13,156,59,29,517,235,5,5,5.00,29,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,3-4-5-3-3-0-3-1-5-2-,203,3,5,126,29,24,336,160,3,3,3.00,19,0,0.31ns,-,-,-,-,5,-,-
Exhaustive Search,1,2-4-4-0-0-0-3-1-5-2-,521,8,17,282,107,55,940,468,8,8,8.00,60,0,0.47ns,-,-,-,-,22,-,-
Exhaustive Search,1,3-0-2-0-2-4-2-1-3-0-,381,5,33,192,80,40,711,323,5,5,5.00,36,0,0.53ns,-,-,-,-,22,-,-
Exhaustive Search,1,3-4-0-1-5-4-2-0-3-0-,304,5,31,156,61,29,561,260,5,5,5.00,27,0,0.53ns,-,-,-,-,20,-,-
Exhaustive Search,1,3-4-0-1-5-4-2-4-3-3-,304,5,31,156,61,29,561,260,5,5,5.00,27,0,0.53ns,-,-,-,-,20,-,-
Exhaustive Search,1,3-2-2-1-2-4-2-1-3-0-,371,4,33,186,75,40,681,305,4,4,4.00,37,0,0.53ns,-,-,-,-,21,-,-
Exhaustive Search,1,5-2-2-1-2-4-2-1-3-0-,371,4,33,186,75,40,681,305,4,4,4.00,37,0,0.53ns,-,-,-,-,21,-,-
Exhaustive Search,1,3-4-0-1-2-4-2-1-3-0-,386,6,31,198,78,40,715,328,6,6,6.00,39,0,0.53ns,-,-,-,-,26,-,-
Exhaustive Search,1,3-4-0-1-5-4-2-1-3-0-,304,5,31,156,61,29,561,260,5,5,5.00,27,0,0.53ns,-,-,-,-,20,-,-
Exhaustive Search,1,3-4-0-1-2-1-2-0-3-5-,386,6,31,198,78,40,715,328,6,6,6.00,39,0,0.53ns,-,-,-,-,26,-,-
Exhaustive Search,1,3-0-0-1-5-4-3-2-3-0-,140,4,15,72,28,11,266,121,4,4,4.00,14,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-4-0-1-5-2-2-2-4-3-,575,6,31,300,122,65,1048,471,6,6,6.00,57,0,0.53ns,-,-,-,-,25,-,-
Exhaustive Search,1,0-4-0-1-5-4-2-2-3-0-,395,5,31,204,84,39,726,359,5,5,5.00,37,0,0.53ns,-,-,-,-,20,-,-
Exhaustive Search,1,0-4-0-1-5-4-4-0-3-2-,377,5,13,204,82,39,682,334,5,5,5.00,39,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,0-4-0-1-5-4-4-2-3-5-,377,5,13,204,82,39,682,334,5,5,5.00,39,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,2-3-3-2-3-1-0-2-3-0-,293,4,30,150,58,29,537,266,4,4,4.00,26,0,0.53ns,-,-,-,-,18,-,-
Exhaustive Search,1,3-4-0-1-5-1-5-2-3-0-,238,5,17,132,43,23,436,202,5,5,5.00,23,0,0.47ns,-,-,-,-,12,-,-
Exhaustive Search,1,3-0-4-1-3-4-3-2-3-0-,138,4,7,78,29,10,259,123,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-0-4-2-5-4-3-2-3-5-,138,4,7,78,29,10,259,123,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-0-4-1-5-4-3-2-3-5-,138,4,7,78,29,10,259,123,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-0-5-1-5-4-3-2-3-1-,28,2,3,24,1,0,45,18,2,2,2.00,0,0,0.1ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-0-4-0-3-4-2-2-3-1-,304,5,25,156,65,28,576,269,5,5,5.00,30,0,0.53ns,-,-,-,-,19,-,-
Exhaustive Search,1,4-0-5-1-5-0-3-2-3-5-,148,4,9,84,31,10,281,153,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-0-4-1-3-4-4-1-3-4-,300,5,19,156,67,28,561,259,5,5,5.00,30,0,0.47ns,-,-,-,-,14,-,-
