Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
ave_meta_30,1,1-3-0-,254,3,21,132,50,28,441,199,4,4,4.00,23,0,0.47ns,-,-,-,-,23,-,-
ave_meta_30,1,0-4-2-,930,10,291,282,314,0,2164,995,10,10,10.00,43,-,1.8051ns,-,-,-,-,32,-,-
ave_meta_30,1,0-3-2-,905,8,481,270,137,0,1891,924,8,8,8.00,17,-,2.27ns,-,-,-,-,32,-,-
ave_meta_30,1,1-2-2-,31,2,5,24,2,0,41,22,3,3,3.00,0,0,0.17ns,-,-,-,-,8,-,-
ave_meta_30,1,1-1-2-,79,3,23,36,12,0,152,74,4,4,4.00,8,0,0.4ns,-,-,-,-,23,-,-
ave_meta_30,1,0-2-3-,2657,8,884,1188,551,0,5090,2294,8,8,8.00,34,-,2.7201ns,-,-,-,-,12,-,-
ave_meta_30,1,1-1-3-,76,3,21,36,11,0,145,71,4,4,4.00,8,0,0.4ns,-,-,-,-,19,-,-
ave_meta_30,1,0-2-2-,1217,12,470,432,272,0,2719,1251,12,12,12.00,43,-,2.27ns,-,-,-,-,24,-,-
ave_meta_30,1,1-2-0-,42,2,10,30,2,0,53,29,3,3,3.00,0,0,0.17ns,-,-,-,-,16,-,-
ave_meta_30,1,1-4-3-,220,3,10,120,48,20,394,189,4,4,4.00,22,0,0.33ns,-,-,-,-,7,-,-
ave_meta_30,1,0-0-1-,2394,17,465,1182,707,0,4620,1856,17,17,17.00,40,-,2.4ns,-,-,-,-,17,-,-
ave_meta_30,1,0-5-0-,1389,6,267,642,438,0,2958,1361,6,6,6.00,42,-,1.8201ns,-,-,-,-,34,-,-
ave_meta_30,1,0-4-0-,812,8,274,264,243,0,1790,859,8,8,8.00,31,-,1.7301ns,-,-,-,-,40,-,-
ave_meta_50,1,1-4-2-,258,3,34,132,48,20,468,219,4,4,4.00,24,0,0.451ns,-,-,-,-,11,-,-
ave_meta_50,1,1-5-0-,42,2,10,30,2,0,53,29,3,3,3.00,0,0,0.17ns,-,-,-,-,16,-,-
ave_meta_50,1,1-5-2-,61,2,28,30,2,0,92,47,3,3,3.00,1,0,0.388ns,-,-,-,-,8,-,-
